,Dataset_ID,SubjectNumber,Subject,Run,Trial,RT,Total_Fixation_Duration,SupportDifference,supportDiffReAdj,Issue_left,Issue_right,LeftChoice,LeftChoice_num,ProtestView,Support_left,Support_right,supportChosenReAdj,supportUnchosenReAdj,LeftSupportReAdj,RightSupportReAdj,Moral_left,Moral_right,maxMoral,consistent,Age,age_z,Gender,gender,Edu,edu,Income,income,Relig,PartyRegistration,PartyRegistration_4_TEXT,PartyAlignment,partyAlignment,PoliticalSocial,PoliticalEcon,PoliticalEngagement,politicalEngagement,JS1,JS2,JS3,JS4,JS5,JS6,JS7,JS8,JS_sum,DUREL1_ORA,DUREL2_NORA,DUREL3_IR1,DUREL4_IR2,DUREL5_IR3,DUREL_sum,Familiar1,Familiar2,maxMoral_Familiar,DirmaxMoral
1726,PMM040-1-20,40,PMM040,1,20,3555,2864,1,1,Mandatory training on sexual consent,Lift COVID lockdowns,1,1,-1,4,5,-1,-2,1,2,3,2.5,3,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,1,2,1,5.5
1727,PMM040-1-21,40,PMM040,1,21,2424,1670,3,3,Bathrooms restricted based on biological sex,Detention of migrant children,0,0,-1,4,1,2,-1,1,-2,3.5,4.5,4.5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,4,2,2,1
1728,PMM040-1-22,40,PMM040,1,22,3174,2214,1,1,Ban on research with animals,Cuts to National Parks budget,1,1,1,2,1,1,-1,-1,-2,2,3,3,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,1,2,2,5
1729,PMM040-1-23,40,PMM040,1,23,3838,3042,1,1,Detention of migrant children,Remove Christopher Columbus statues,0,0,1,1,2,1,-3,-2,-1,4.5,4,4.5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,3,2,8.5
1730,PMM040-1-24,40,PMM040,1,24,2918,2160,3,3,Legalization of marijuana,University Campus should be a Sanctuary,1,1,1,5,2,2,1,2,-1,3,2,3,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,1,2,1
1731,PMM040-1-3,40,PMM040,1,3,3306,2768,2,2,Build southern border wall,On campus concealed carry,1,1,-1,0,2,2,-1,-3,-1,4,2,4,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,4,1,4,6
1732,PMM040-1-5,40,PMM040,1,5,3651,2852,1,-1,U.S. drone strikes in Afghanistan,Detention of migrant children,1,1,-1,2,1,3,-2,-1,-2,2.5,4.5,4.5,0,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,2,2,7
1733,PMM040-1-6,40,PMM040,1,6,2291,1712,6,6,Build southern border wall,Climate change legislation,0,0,1,0,6,-2,-3,-3,3,4,4,4,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,4,4,4,0
1734,PMM040-1-7,40,PMM040,1,7,3048,2162,5,5,Defund the police,Raise the minimum wage,1,1,-1,0,5,-2,3,-3,2,3.5,4,4,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,3,2,2,0.5
1735,PMM040-1-8,40,PMM040,1,8,2761,2246,3,3,Raise the minimum wage,Tuition increases,1,1,1,5,2,1,-3,2,-1,4,2.5,4,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,1,2,1.5
1736,PMM040-1-9,40,PMM040,1,9,2683,1936,2,2,U.S. drone strikes in Afghanistan,Abortion rights,0,0,1,2,4,-1,-3,-1,1,2.5,3,3,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,3,3,0.5
1737,PMM040-2-10,40,PMM040,2,10,3836,3216,2,2,Expel students with white nationlist views,Bathrooms restricted based on biological sex,0,0,1,2,4,2,1,-1,1,2,3.5,3.5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,4,4,1.5
1738,PMM040-2-11,40,PMM040,2,11,2427,1816,4,4,Mandatory training on sexual consent,Build southern border wall,1,1,1,4,0,2,1,1,-3,3,4,4,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,1,4,4,1
1739,PMM040-2-12,40,PMM040,2,12,3299,2406,1,1,Remove police from schools,Remove Christopher Columbus statues,1,1,-1,1,2,3,-3,-2,-1,2.5,4,4,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,3,3,6.5
1740,PMM040-2-13,40,PMM040,2,13,2027,1306,5,5,Build southern border wall,Stop police brutality,0,0,1,0,5,3,-1,-3,2,4,5,5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,4,1,1,1
1741,PMM040-2-14,40,PMM040,2,14,2005,1538,3,3,Affirmative action,Abortion rights,0,0,1,1,4,-1,1,-2,1,3.5,3,3.5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,3,3,3,0.5
1742,PMM040-2-15,40,PMM040,2,15,2624,2024,1,1,"Boycott, Divest, and Sanction Israel",Remove police from schools,0,0,1,0,1,2,-2,-3,-2,4.5,2.5,4.5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,4,2,4,7
1743,PMM040-2-16,40,PMM040,2,16,2426,1708,4,4,Remove police from schools,Raise the minimum wage,0,0,1,1,5,-1,-3,-2,2,2.5,4,4,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,2,2,1.5
1744,PMM040-2-17,40,PMM040,2,17,3063,1924,4,4,Mandatory drug tests for welfare recipients,"Boycott, Divest, and Sanction Israel",1,1,1,4,0,1,2,1,-3,3.5,4.5,4.5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,1,4,4,1
1745,PMM040-2-18,40,PMM040,2,18,3115,2336,1,1,Climate change legislation,Stop police brutality,0,0,-1,6,5,2,-1,3,2,4,5,5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,4,1,1,9
1746,PMM040-2-19,40,PMM040,2,19,3801,3100,1,1,Detention of migrant children,On campus concealed carry,0,0,1,1,2,3,2,-2,-1,4.5,2,4.5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,1,2,6.5
1747,PMM040-2-2,40,PMM040,2,2,2874,2228,1,1,Build southern border wall,Remove police from schools,0,0,1,0,1,2,-3,-3,-2,4,2.5,4,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,4,2,4,6.5
1748,PMM040-2-20,40,PMM040,2,20,3958,2886,1,1,Cuts to National Parks budget,Mandatory vaccinations,1,1,-1,1,2,1,-2,-2,-1,3,3,3,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,2,2,6
1749,PMM040-2-21,40,PMM040,2,21,3981,2942,1,1,Ban on research with animals,Remove police from schools,0,0,-1,2,1,1,-1,-1,-2,2,2.5,2.5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,1,2,2,4.5
1750,PMM040-2-22,40,PMM040,2,22,2843,2044,6,6,Defund the police,Climate change legislation,1,1,-1,0,6,1,-1,-3,3,3.5,4,4,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,3,4,4,0.5
1751,PMM040-2-24,40,PMM040,2,24,2706,2028,4,4,Bathrooms restricted based on biological sex,Defund the police,0,0,-1,4,0,3,-1,1,-3,3.5,3.5,3.5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,4,3,3,0
1752,PMM040-2-3,40,PMM040,2,3,3217,2338,2,2,Mask mandates,Mandatory vaccinations,0,0,-1,4,2,2,-3,1,-1,2.5,3,3,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,3,2,2,0.5
1753,PMM040-2-4,40,PMM040,2,4,2816,1934,1,1,Mandatory drug tests for welfare recipients,Gun-free campus police,1,1,-1,4,5,-1,-3,1,2,3.5,3,3.5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,1,2,1,6.5
1754,PMM040-2-5,40,PMM040,2,5,3145,2018,4,4,Cuts to National Parks budget,Stop police brutality,1,1,-1,1,5,1,-1,-2,2,3,5,5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,1,1,2
1755,PMM040-2-6,40,PMM040,2,6,2486,2012,4,4,Religious exemptions for discrimination laws,Raise the minimum wage,0,0,1,1,5,2,-2,-2,2,3.5,4,4,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,1,2,2,0.5
1756,PMM040-2-7,40,PMM040,2,7,3041,2196,4,4,Remove police from schools,Legalization of marijuana,0,0,1,1,5,1,-3,-2,2,2.5,3,3,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,2,2,0.5
1757,PMM040-2-8,40,PMM040,2,8,3237,2486,1,1,Abortion rights,Stop police brutality,1,1,-1,4,5,-2,-3,1,2,3,5,5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,3,1,1,8
1758,PMM040-2-9,40,PMM040,2,9,1960,1142,3,3,Remove Christopher Columbus statues,Raise the minimum wage,0,0,1,2,5,-1,-2,-1,2,4,4,4,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,3,2,2,0
1759,PMM040-3-1,40,PMM040,3,1,3353,2286,1,1,Cuts to National Parks budget,Remove Christopher Columbus statues,0,0,1,1,2,1,3,-2,-1,3,4,4,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,3,3,7
1760,PMM040-3-11,40,PMM040,3,11,3129,2468,1,1,Cuts to National Parks budget,"Boycott, Divest, and Sanction Israel",1,1,1,1,0,2,-3,-2,-3,3,4.5,4.5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,4,4,7.5
1761,PMM040-3-12,40,PMM040,3,12,2733,1826,3,-3,Physician-assisted suicide,Expel students with white nationlist views,0,0,1,5,2,2,-2,2,-1,2.5,2,2.5,0,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,1,2,1,0.5
1762,PMM040-3-13,40,PMM040,3,13,1909,1312,5,5,Cuts to National Parks budget,Climate change legislation,0,0,1,1,6,3,-1,-2,3,3,4,4,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,4,4,1
1763,PMM040-3-15,40,PMM040,3,15,2072,1536,1,1,Climate change legislation,Lift COVID lockdowns,0,0,-1,6,5,1,2,3,2,4,2.5,4,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,4,2,4,6.5
1764,PMM040-3-16,40,PMM040,3,16,2153,1290,5,-5,Physician-assisted suicide,Defund the police,1,1,-1,5,0,-1,2,2,-3,2.5,3.5,3.5,0,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,1,3,3,1
1765,PMM040-3-17,40,PMM040,3,17,2568,1792,3,3,On campus concealed carry,Abolishing private prisons,0,0,1,2,5,1,-1,-1,2,2,3.5,3.5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,1,2,2,1.5
1766,PMM040-3-18,40,PMM040,3,18,2306,1508,2,2,U.S. drone strikes in Afghanistan,"Boycott, Divest, and Sanction Israel",1,1,1,2,0,-1,-3,-1,-3,2.5,4.5,4.5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,4,4,7
1767,PMM040-3-19,40,PMM040,3,19,2563,2050,5,5,"Boycott, Divest, and Sanction Israel",Raise the minimum wage,1,1,-1,0,5,2,-2,-3,2,4.5,4,4.5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,4,2,4,0.5
1768,PMM040-3-2,40,PMM040,3,2,2109,1250,5,5,Build southern border wall,Raise the minimum wage,0,0,1,0,5,-1,-2,-3,2,4,4,4,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,4,2,2,0
1769,PMM040-3-21,40,PMM040,3,21,3243,2538,5,-5,Gun-free campus police,Defund the police,1,1,-1,5,0,2,3,2,-3,3,3.5,3.5,0,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,3,3,0.5
1770,PMM040-3-22,40,PMM040,3,22,2074,1656,4,4,Cuts to National Parks budget,Lift COVID lockdowns,1,1,-1,1,5,1,2,-2,2,3,2.5,3,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,2,2,0.5
1771,PMM040-3-23,40,PMM040,3,23,2015,1182,5,5,Stop police brutality,"Boycott, Divest, and Sanction Israel",1,1,1,5,0,2,-3,2,-3,5,4.5,5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,1,4,1,0.5
1772,PMM040-3-24,40,PMM040,3,24,2774,2230,3,3,Tuition increases,Physician-assisted suicide,1,1,-1,2,5,1,-2,-1,2,2.5,2.5,2.5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,1,1,1,0
1773,PMM040-3-3,40,PMM040,3,3,2793,1804,5,5,Defund the police,Stop police brutality,0,0,1,0,5,2,-3,-3,2,3.5,5,5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,3,1,1,1.5
1774,PMM040-3-4,40,PMM040,3,4,3396,2390,2,-2,Mandatory vaccinations,Defund the police,1,1,-1,2,0,2,-3,-1,-3,3,3.5,3.5,0,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,3,3,6.5
1775,PMM040-3-5,40,PMM040,3,5,2310,1798,2,2,Mandatory vaccinations,Build southern border wall,0,0,-1,2,0,1,3,-1,-3,3,4,4,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,4,4,7
1776,PMM040-3-6,40,PMM040,3,6,2903,2106,3,3,Mandatory vaccinations,Stop police brutality,1,1,-1,2,5,3,1,-1,2,3,5,5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,1,1,2
1777,PMM040-3-7,40,PMM040,3,7,2801,2208,4,-4,Remove police from schools,Physician-assisted suicide,1,1,1,1,5,1,-2,-2,2,2.5,2.5,2.5,0,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,1,1,0
1778,PMM040-3-8,40,PMM040,3,8,2845,1576,2,2,"Boycott, Divest, and Sanction Israel",Remove Christopher Columbus statues,0,0,1,0,2,-2,2,-3,-1,4.5,4,4.5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,4,3,4,8.5
1779,PMM040-3-9,40,PMM040,3,9,3737,3038,3,3,University Campus should be a Sanctuary,Stop police brutality,1,1,-1,2,5,-2,-3,-1,2,2,5,5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,1,1,1,3
1780,PMM040-4-1,40,PMM040,4,1,1944,1220,5,5,Build southern border wall,Student worker unionization,0,0,1,0,5,-2,-3,-3,2,4,3.5,4,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,4,1,4,0.5
1781,PMM040-4-10,40,PMM040,4,10,2755,2096,1,-1,Cuts to National Parks budget,Defund the police,1,1,-1,1,0,1,-1,-2,-3,3,3.5,3.5,0,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,3,3,6.5
1782,PMM040-4-11,40,PMM040,4,11,2849,1728,1,-1,Ban on research with animals,Affirmative action,1,1,-1,2,1,2,1,-1,-2,2,3.5,3.5,0,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,1,3,3,5.5
1783,PMM040-4-12,40,PMM040,4,12,1815,1080,5,5,"Boycott, Divest, and Sanction Israel",Legalization of marijuana,0,0,1,0,5,2,-1,-3,2,4.5,3,4.5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,4,2,4,1.5
1784,PMM040-4-13,40,PMM040,4,13,2382,1766,3,3,U.S. drone strikes in Afghanistan,Abolishing private prisons,0,0,1,2,5,3,-2,-1,2,2.5,3.5,3.5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,2,2,1
1785,PMM040-4-14,40,PMM040,4,14,2958,2212,3,-3,Remove Christopher Columbus statues,Lift COVID lockdowns,0,0,-1,2,5,-1,-3,-1,2,4,2.5,4,0,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,3,2,3,1.5
1786,PMM040-4-15,40,PMM040,4,15,2424,1930,5,5,Gun-free campus police,Build southern border wall,0,0,-1,5,0,2,3,2,-3,3,4,4,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,4,4,1
1787,PMM040-4-16,40,PMM040,4,16,1989,1272,4,4,Remove police from schools,Stop police brutality,0,0,1,1,5,-2,-3,-2,2,2.5,5,5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,1,1,2.5
1788,PMM040-4-17,40,PMM040,4,17,3251,2196,1,1,Ban on ethnic Halloween costumes,Defund the police,1,1,1,1,0,2,-1,-2,-3,3.5,3.5,3.5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,1,3,3,7
1789,PMM040-4-18,40,PMM040,4,18,2160,1498,1,1,Recognize Jerusalem as capital of Israel,Climate change legislation,0,0,1,5,6,2,-2,2,3,3.5,4,4,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,4,4,4,7.5
1790,PMM040-4-19,40,PMM040,4,19,1871,1304,4,4,Remove Christopher Columbus statues,Climate change legislation,1,1,-1,2,6,-1,-2,-1,3,4,4,4,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,3,4,4,0
1791,PMM040-4-2,40,PMM040,4,2,3538,2776,4,4,Increased Gun regulations,Detention of migrant children,0,0,-1,5,1,3,2,2,-2,3.5,4.5,4.5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,3,2,2,1
1792,PMM040-4-20,40,PMM040,4,20,2183,1430,1,1,Remove police from schools,Defund the police,1,1,1,1,0,2,-1,-2,-3,2.5,3.5,3.5,1,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,2,3,3,6
1793,PMM040-4-21,40,PMM040,4,21,3458,2078,2,-2,Remove Christopher Columbus statues,Allow alt-right speakers on campus,0,0,-1,2,4,-1,-2,-1,1,4,2.5,4,0,19,-0.647621054,male,0,High school diploma or GED,12,"$150,000 or more",6,Judaism,None,,Independent,3,Slightly liberal,Slightly conservative,Sometimes,2,2,1,4,0,3,0,5,0,15,4,1,1,1,1,8,3,1,3,1.5
