,Dataset_ID,SubjectNumber,Subject,Run,Trial,RT,Left_Title_Fixdur,Left_Title_nFix,Left_Protestors_FixDur,Left_Protestors_nFix,Right_Title_Fixdur,Right_Title_nFix,Right_Protestors_FixDur,Right_Protestors_nFix,Fixation_Rate,Right_Fixation,Right_nFixation,Unchosen_nFixations,Unchosen_Fixation,Chosen_Fixation,Chosen_nFixations,Left_nFixations,Left_Fixation,Total_Fixation_Duration,Total_nFixations,MoralDiffRmL,MoralDiffLmR,MoralDiff,Consistent_MoralDiff,SupportDifference,supportDiffReAdj,Issue_left,Issue_right,LeftChoice,LeftChoice_num,ProtestView,Support_left,Support_right,supportChosenReAdj,supportUnchosenReAdj,LeftSupportAdj,Moral_left,Moral_right,maxMoral,,unchosenMoral,chosenMoral,consistent,Age,age_z,Gender,gender,Edu,edu,Income,income,Relig,PartyRegistration,PartyRegistration_4_TEXT,PartyAlignment,partyAlignment,PoliticalSocial,PoliticalEcon,PoliticalEngagement,politicalEngagement,JS1,JS2,JS3,JS4,JS5,JS6,JS7,JS8,JS_sum,DUREL1_ORA,DUREL2_NORA,DUREL3_IR1,DUREL4_IR2,DUREL5_IR3,DUREL_sum,unchosenFamiliar,chosenFamiliar,Familiar1,Familiar2,maxMoral_Familiar
3124,PMM066-4-15,66,PMM066,4,15,1673,0,0,1084,6,0,0,0,0,64.79378362,0,0,0,0,1084,6,6,1084,1084,6,1,-1,-1,-1,5,5,"Boycott, Divest, and Sanction Israel",Stop police brutality,1,1,-1,1,6,3,-1,5,4,5,5,,5,4,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,4,4,4,4
3125,PMM066-4-16,66,PMM066,4,16,1529,0,0,394,2,0,0,748,4,74.68933944,748,4,4,748,394,2,2,394,1142,6,1.5,-1.5,-1.5,-1.5,1,1,Abolishing fraternities,Ban on research with animals,1,1,1,2,1,1,0,1,1.5,3,3,,3,1.5,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,3,3,4,4
3126,PMM066-4-17,66,PMM066,4,17,2364,0,0,732,4,0,0,926,5,74.11167513,926,5,5,926,826,5,5,826,1752,10,-1,1,1,1,4,4,University Campus should be a Sanctuary,Remove police from schools,1,1,1,6,2,2,1,4,5,4,5,,4,5,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,3,4,4,3,4
3127,PMM066-4-18,66,PMM066,4,18,2196,0,0,832,5,0,0,814,5,70.76502732,814,5,5,814,832,5,5,832,1554,10,1.5,-1.5,-1.5,-1.5,2,2,U.S. drone strikes in Afghanistan,Stop police brutality,1,1,-1,4,6,1,-3,2,3.5,5,5,,5,3.5,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,4,4,4,4
3128,PMM066-4-2,66,PMM066,4,2,1737,0,0,694,4,0,0,504,3,68.96948762,504,3,4,694,504,3,4,694,1198,7,3,-3,3,3,3,3,Dorms determined by gender identity,Remove public Confederate memorials,0,0,1,2,5,2,0,-3,1,4,4,,1,4,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,3,4,3,4,4
3129,PMM066-4-20,66,PMM066,4,20,2469,0,0,584,3,0,0,1038,4,82.38153098,1308,6,6,1308,692,4,4,692,2034,10,2,-2,-2,2,1,-1,Cuts to National Parks budget,Ban on research with animals,1,1,-1,2,1,0,-2,-1,1,3,3,,3,1,0,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,4,4,4,4
3130,PMM066-4-21,66,PMM066,4,21,2506,0,0,596,3,256,1,964,4,72.4660814,1220,5,5,1220,596,3,3,596,1816,8,-2.5,2.5,2.5,-2.5,1,-1,Raise the minimum wage,Religious exemptions for discrimination laws,1,1,-1,5,4,-1,1,-1,4.5,2,4.5,,2,4.5,0,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,3,4,4,3,4
3131,PMM066-4-22,66,PMM066,4,22,1924,0,0,840,5,0,0,562,3,77.96257796,562,3,7,938,562,3,7,938,1500,10,-0.5,0.5,-0.5,0.5,1,-1,Recognize Jerusalem as capital of Israel,Black Lives Matter,0,0,1,5,4,-1,-3,1,3.5,3,3.5,,3.5,3,0,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,3,4,3,4
3132,PMM066-4-23,66,PMM066,4,23,3061,0,0,1372,8,0,0,874,5,73.37471415,874,5,5,874,1372,8,8,1372,2246,13,3,-3,-3,-3,2,2,Build southern border wall,Hardening schools/Arming teachers,1,1,1,2,0,-1,0,2,1,4,4,,4,1,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,3,3,4,4
3133,PMM066-4-24,66,PMM066,4,24,2795,34,1,808,4,0,0,1258,5,82.43291592,1462,6,5,842,1462,6,5,842,2304,11,-1,1,-1,-1,2,2,Defund Planned Parenthood,Tuition increases,0,0,1,0,2,2,-1,-2,4,3,4,,4,3,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,4,4,4,4
3134,PMM066-4-3,66,PMM066,4,3,3010,0,0,878,5,0,0,1542,8,80.3986711,1542,8,5,878,1542,8,5,878,2420,13,-3,3,-3,-3,2,2,Mandatory training on sexual consent,Cuts to National Parks budget,0,0,-1,4,2,-2,-1,-2,4,1,4,,4,1,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,4,4,4,4
3135,PMM066-4-4,66,PMM066,4,4,3160,0,0,788,5,0,0,1558,7,74.93670886,1558,7,6,810,1558,7,6,810,2368,13,-1,1,-1,-1,4,4,"Boycott, Divest, and Sanction Israel",Safe injection locations,0,0,1,1,5,1,-1,-4,4,3,4,,4,3,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,3,4,3,4
3136,PMM066-4-5,66,PMM066,4,5,1936,0,0,762,5,0,0,456,2,62.91322314,456,2,5,762,456,2,5,762,1218,7,-2,2,-2,-2,4,4,University Campus should be a Sanctuary,Tuition increases,0,0,-1,6,2,2,-1,-4,5,3,5,,5,3,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,4,4,4,4
3137,PMM066-4-6,66,PMM066,4,6,2005,0,0,574,4,0,0,834,4,70.2244389,834,4,4,574,834,4,4,574,1408,8,-0.5,0.5,-0.5,0.5,1,-1,Detention of migrant children,Abolishing private prisons,0,0,1,5,4,-1,2,1,4,3.5,4,,4,3.5,0,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,2,4,2,4
3138,PMM066-4-7,66,PMM066,4,7,1722,296,1,840,5,0,0,236,1,79.67479675,236,1,1,236,1136,6,6,1136,1372,7,-2,2,2,2,2,2,Expel students with white nationlist views,Abolishing fraternities,1,1,1,4,2,3,0,2,3.5,1.5,3.5,,1.5,3.5,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,3,4,4,3,4
3139,PMM066-4-8,66,PMM066,4,8,1777,0,0,896,5,0,0,258,1,64.94091165,258,1,1,258,896,5,5,896,1154,6,-0.5,0.5,0.5,0.5,4,4,Increased Gun regulations,Ban on research with animals,1,1,1,5,1,-3,3,4,3.5,3,3.5,,3,3.5,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,4,4,4,4
3140,PMM066-4-9,66,PMM066,4,9,1952,0,0,794,5,0,0,550,3,68.85245902,550,3,3,550,794,5,5,794,1344,8,2,-2,-2,-2,4,4,Religious exemptions for discrimination laws,Defund Planned Parenthood,1,1,1,4,0,2,1,4,2,4,4,,4,2,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,3,3,4,4
3141,PMM066-5-1,66,PMM066,5,1,2001,0,0,724,4,0,0,590,3,65.66716642,590,3,3,590,724,4,4,724,1314,7,-0.5,0.5,0.5,0.5,1,1,Abolishing private prisons,Student worker unionization,1,1,1,4,3,0,-2,1,3.5,3,3.5,,3,3.5,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,2,2,2,2,2
3142,PMM066-5-10,66,PMM066,5,10,964,0,0,538,3,0,0,0,0,55.80912863,0,0,0,0,538,3,3,538,538,3,-1,1,1,1,1,1,Remove public Confederate memorials,Lift COVID lockdowns,1,1,1,5,4,2,-1,1,4,3,4,,3,4,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,4,4,4,4
3143,PMM066-5-11,66,PMM066,5,11,2471,0,0,952,6,0,0,704,4,67.01740186,704,4,6,952,704,4,6,952,1656,10,2,-2,2,2,1,1,Safe injection locations,University Campus should be a Sanctuary,0,0,1,5,6,-1,-2,-1,3,5,5,,3,5,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,3,4,3,4,4
3144,PMM066-5-12,66,PMM066,5,12,2379,0,0,838,5,0,0,966,5,76.75493905,966,5,5,966,860,6,6,860,1826,11,0.5,-0.5,-0.5,0.5,1,-1,Legalization of marijuana,Safe injection locations,1,1,1,4,5,2,0,-1,2.5,3,3,,3,2.5,0,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,3,3,3,3,3
3145,PMM066-5-13,66,PMM066,5,13,1871,0,0,876,5,0,0,516,2,74.39871726,516,2,2,516,876,5,5,876,1392,7,3,-3,-3,-3,2,2,Religious exemptions for discrimination laws,Stop police brutality,1,1,-1,4,6,1,-1,2,2,5,5,,5,2,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,3,3,4,4
3146,PMM066-5-14,66,PMM066,5,14,1697,0,0,802,5,0,0,394,2,70.47731291,394,2,2,394,802,5,5,802,1196,7,-0.5,0.5,0.5,0.5,3,3,Ban on research with animals,Legalization of marijuana,1,1,-1,1,4,-2,-3,3,3,2.5,3,,2.5,3,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,3,4,4,3,4
3147,PMM066-5-15,66,PMM066,5,15,3770,0,0,1720,9,0,0,1304,6,80.21220159,1304,6,9,1720,1304,6,9,1720,3024,15,0,0,0,0,2,-2,On campus concealed carry,Physician-assisted suicide,0,0,-1,2,4,0,1,2,4,4,4,,4,4,0,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,3,4,3,4,4
3148,PMM066-5-16,66,PMM066,5,16,1518,0,0,294,2,0,0,756,4,69.16996047,756,4,2,294,756,4,2,294,1050,6,0,0,0,0,4,4,Defund Planned Parenthood,Remove Christopher Columbus statues,0,0,1,0,4,2,-1,-4,4,4,4,,4,4,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,4,4,4,4
3149,PMM066-5-17,66,PMM066,5,17,2579,0,0,622,4,214,1,1082,5,80.96161303,1296,6,6,1296,792,5,5,792,2088,11,0,0,0,0,2,2,Tuition increases,Mandatory drug tests for welfare recipients,1,1,-1,2,4,-1,-3,2,3,3,3,,3,3,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,3,4,4,3,3
3150,PMM066-5-18,66,PMM066,5,18,2485,0,0,632,4,0,0,1224,5,74.68812877,1224,5,5,1224,632,4,4,632,1856,9,-2,2,2,2,3,3,Safe injection locations,Dorms determined by gender identity,1,1,1,5,2,-1,-3,3,3,1,3,,1,3,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,3,3,3,3,3
3151,PMM066-5-19,66,PMM066,5,19,1960,0,0,276,2,204,1,972,5,79.89795918,1176,6,6,1176,276,2,2,276,1566,8,1.5,-1.5,-1.5,-1.5,1,1,Religious exemptions for discrimination laws,Increased Gun regulations,1,1,-1,4,5,0,-1,1,2,3.5,3.5,,3.5,2,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,3,3,4,4
3152,PMM066-5-2,66,PMM066,5,2,2758,0,0,1086,6,258,1,714,4,74.61928934,972,5,5,972,1086,6,6,1086,2058,11,0.5,-0.5,-0.5,-0.5,3,3,Ban on research with animals,Expel students with white nationlist views,1,1,-1,1,4,2,-1,3,3,3.5,3.5,,3.5,3,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,4,4,4,4
3153,PMM066-5-20,66,PMM066,5,20,3200,0,0,330,2,0,0,2006,10,73,2006,10,2,330,2006,10,2,330,2336,12,-1,1,-1,-1,1,1,Gun-free campus police,Religious exemptions for discrimination laws,0,0,1,3,4,1,2,-1,3,2,3,,3,2,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,3,3,3,3,3
3154,PMM066-5-21,66,PMM066,5,21,3192,0,0,412,2,0,0,1888,10,73.30827068,2020,11,3,554,2020,11,3,554,2340,14,3,-3,3,3,1,1,Ban on ethnic Halloween costumes,Remove police from schools,0,0,-1,3,2,1,-1,-1,1,4,4,,1,4,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,2,3,2,3,3
3155,PMM066-5-22,66,PMM066,5,22,2226,0,0,828,5,0,0,856,4,79.5148248,856,4,4,856,914,6,6,914,1770,10,0.5,-0.5,-0.5,-0.5,5,5,Recognize Jerusalem as capital of Israel,Hardening schools/Arming teachers,1,1,1,5,0,-1,-2,5,3.5,4,4,,4,3.5,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,4,4,4,4
3156,PMM066-5-23,66,PMM066,5,23,1420,0,0,568,4,0,0,386,2,67.18309859,386,2,2,386,568,4,4,568,954,6,-0.5,0.5,0.5,0.5,1,1,Student worker unionization,Legalization of marijuana,1,1,-1,3,4,2,-2,1,3,2.5,3,,2.5,3,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,3,2,2,3,2
3157,PMM066-5-24,66,PMM066,5,24,3245,0,0,1506,8,230,1,866,5,80.18489985,1096,6,8,1506,1096,6,8,1506,2602,14,-1,1,-1,-1,1,1,Defund Planned Parenthood,Ban on research with animals,0,0,1,0,1,1,-3,-1,4,3,4,,4,3,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,4,4,4,4
3158,PMM066-5-3,66,PMM066,5,3,2351,0,0,888,5,0,0,760,3,70.09783071,760,3,3,760,888,5,5,888,1648,8,2,-2,-2,2,1,-1,Legalization of marijuana,Raise the minimum wage,1,1,1,4,5,0,2,-1,2.5,4.5,4.5,,4.5,2.5,0,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,3,3,4,4
3159,PMM066-5-4,66,PMM066,5,4,1584,0,0,814,4,0,0,336,2,72.6010101,336,2,2,336,814,4,4,814,1150,6,-1,1,1,1,3,3,Abortion rights,Tuition increases,1,1,1,5,2,1,-1,3,4,3,4,,3,4,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,4,4,4,4
3160,PMM066-5-5,66,PMM066,5,5,1976,0,0,480,3,0,0,1026,5,83.09716599,1162,6,6,1162,480,3,3,480,1642,9,-1,1,1,-1,1,-1,Defund the police,Gun-free campus police,1,1,1,2,3,2,-2,-1,4,3,4,,3,4,0,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,3,4,4,3,4
3161,PMM066-5-6,66,PMM066,5,6,1801,0,0,514,2,0,0,760,4,70.73847862,760,4,2,514,760,4,2,514,1274,6,1,-1,1,1,5,5,Safe injection locations,Hardening schools/Arming teachers,0,0,-1,5,0,1,2,-5,3,4,4,,3,4,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,3,4,3,4,4
3162,PMM066-5-7,66,PMM066,5,7,1977,0,0,848,4,0,0,666,5,76.58067779,666,5,5,666,848,4,4,848,1514,9,-0.5,0.5,0.5,0.5,4,4,"Boycott, Divest, and Sanction Israel",Mandatory trigger warnings,1,1,-1,1,5,2,1,4,4,3.5,4,,3.5,4,1,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,3,4,4,3,4
3163,PMM066-5-8,66,PMM066,5,8,2400,0,0,522,3,0,0,1264,5,74.41666667,1264,5,3,522,1264,5,3,522,1786,8,1.5,-1.5,1.5,-1.5,1,-1,Abolishing fraternities,Student worker unionization,0,0,-1,2,3,2,3,1,1.5,3,3,,1.5,3,0,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,3,2,3,2,2
3164,PMM066-5-9,66,PMM066,5,9,2046,0,0,378,2,0,0,1130,6,73.70478983,1130,6,2,378,1130,6,2,378,1508,8,-1,1,-1,1,2,-2,Tuition increases,Religious exemptions for discrimination laws,0,0,-1,2,4,-1,-2,2,3,2,3,,3,2,0,21,-0.248402596,female,1,"Some college, but no degree",14,"Less than $25,000",1,Agnosticism,Democratic party,,Weak Democrat,2,Slightly liberal,Moderate,Always,4,1,3,2,3,1,2,4,4,20,3,1,2,1,1,8,4,3,4,3,4
3165,PMM069-1-1,69,PMM069,1,1,2939,0,0,1342,7,0,0,1018,6,74.92344335,1018,6,7,1342,1018,6,7,1342,2202,13,-1,1,-1,1,1,-1,Abolishing private prisons,Student worker unionization,0,0,-1,5,6,1,3,1,5,4,5,,5,4,0,19,-0.647621054,Female,1,"Some college, but no degree",14,"$150,000 or more",6,Atheism,None,,Moderate Democrat,1,Very liberal,Slightly liberal,Sometimes,2,4,4,5,5,4,4,5,4,35,3,1,2,1,1,8,2,3,2,3,2
3166,PMM069-1-11,69,PMM069,1,11,2738,172,1,0,0,1256,5,0,0,83.27246165,1386,6,6,1386,894,3,3,894,2280,9,1.5,-1.5,-1.5,-1.5,4,4,Mask mandates,U.S. drone strikes in Afghanistan,1,1,1,5,1,2,-2,4,3,4.5,4.5,,4.5,3,1,19,-0.647621054,Female,1,"Some college, but no degree",14,"$150,000 or more",6,Atheism,None,,Moderate Democrat,1,Very liberal,Slightly liberal,Sometimes,2,4,4,5,5,4,4,5,4,35,3,1,2,1,1,8,2,4,4,2,2
3167,PMM069-1-12,69,PMM069,1,12,2162,214,1,0,0,770,4,198,1,78.63089732,968,5,5,968,732,5,5,732,1700,10,0,0,0,0,1,1,Increased Gun regulations,Physician-assisted suicide,1,1,1,6,5,-2,-3,1,4,4,4,,4,4,1,19,-0.647621054,Female,1,"Some college, but no degree",14,"$150,000 or more",6,Atheism,None,,Moderate Democrat,1,Very liberal,Slightly liberal,Sometimes,2,4,4,5,5,4,4,5,4,35,3,1,2,1,1,8,3,3,3,3,3
3168,PMM069-1-13,69,PMM069,1,13,2820,512,1,22,1,876,5,368,2,77.80141844,1660,9,2,534,1660,9,2,534,2194,11,0,0,0,0,6,6,Tuition increases,Climate change legislation,0,0,1,0,6,3,-1,-6,5,5,5,,5,5,1,19,-0.647621054,Female,1,"Some college, but no degree",14,"$150,000 or more",6,Atheism,None,,Moderate Democrat,1,Very liberal,Slightly liberal,Sometimes,2,4,4,5,5,4,4,5,4,35,3,1,2,1,1,8,4,4,4,4,4
3169,PMM069-1-14,69,PMM069,1,14,2219,754,4,0,0,524,3,0,0,70.30193781,524,3,6,1036,524,3,6,1036,1560,9,2.5,-2.5,2.5,2.5,4,4,Hardening schools/Arming teachers,Abolishing private prisons,0,0,1,1,5,-2,-1,-4,2.5,5,5,,2.5,5,1,19,-0.647621054,Female,1,"Some college, but no degree",14,"$150,000 or more",6,Atheism,None,,Moderate Democrat,1,Very liberal,Slightly liberal,Sometimes,2,4,4,5,5,4,4,5,4,35,3,1,2,1,1,8,4,2,4,2,2
3170,PMM069-1-15,69,PMM069,1,15,2578,516,2,168,1,812,5,202,1,75.48487199,1202,7,7,1202,744,4,4,744,1946,11,-1,1,1,1,1,1,Black Lives Matter,Remove Christopher Columbus statues,1,1,1,6,5,2,-2,1,5,4,5,,4,5,1,19,-0.647621054,Female,1,"Some college, but no degree",14,"$150,000 or more",6,Atheism,None,,Moderate Democrat,1,Very liberal,Slightly liberal,Sometimes,2,4,4,5,5,4,4,5,4,35,3,1,2,1,1,8,4,4,4,4,4
3171,PMM069-1-16,69,PMM069,1,16,2723,330,2,262,2,834,4,274,1,77.48806463,1108,5,5,1108,1190,7,7,1190,2110,12,0,0,0,0,1,1,Lift COVID lockdowns,Mandatory trigger warnings,1,1,-1,4,5,-3,2,1,3,3,3,,3,3,1,19,-0.647621054,Female,1,"Some college, but no degree",14,"$150,000 or more",6,Atheism,None,,Moderate Democrat,1,Very liberal,Slightly liberal,Sometimes,2,4,4,5,5,4,4,5,4,35,3,1,2,1,1,8,1,4,4,1,1
3172,PMM069-1-17,69,PMM069,1,17,2218,330,2,0,0,308,1,262,2,69.6122633,570,3,3,570,974,5,5,974,1544,8,-2,2,2,2,4,4,Detention of migrant children,Mask mandates,1,1,-1,1,5,3,-3,4,5,3,5,,3,5,1,19,-0.647621054,Female,1,"Some college, but no degree",14,"$150,000 or more",6,Atheism,None,,Moderate Democrat,1,Very liberal,Slightly liberal,Sometimes,2,4,4,5,5,4,4,5,4,35,3,1,2,1,1,8,4,3,3,4,3
3173,PMM069-1-18,69,PMM069,1,18,2311,418,2,0,0,702,3,0,0,68.1090437,894,4,4,680,894,4,4,680,1574,8,1,-1,1,1,3,3,Abolishing fraternities,Defund the police,0,0,1,1,4,2,-3,-3,2,3,3,,2,3,1,19,-0.647621054,Female,1,"Some college, but no degree",14,"$150,000 or more",6,Atheism,None,,Moderate Democrat,1,Very liberal,Slightly liberal,Sometimes,2,4,4,5,5,4,4,5,4,35,3,1,2,1,1,8,4,4,4,4,4
3174,PMM069-1-19,69,PMM069,1,19,2015,620,3,0,0,536,3,0,0,69.9751861,536,3,5,874,536,3,5,874,1410,8,0,0,0,0,5,5,Dorms determined by gender identity,Stop police brutality,0,0,1,1,6,3,-3,-5,5,5,5,,5,5,1,19,-0.647621054,Female,1,"Some college, but no degree",14,"$150,000 or more",6,Atheism,None,,Moderate Democrat,1,Very liberal,Slightly liberal,Sometimes,2,4,4,5,5,4,4,5,4,35,3,1,2,1,1,8,4,4,4,4,4
